case_id,activity_name,resource,start_timestamp,end_timestamp,agent
1387,Closed,Value 5,2011-10-11 04:50:22+00:00,2011-10-11 04:50:22+00:00,5
1388,Assign seriousness,Value 4,2012-02-08 08:57:39+00:00,2012-02-08 08:57:39+00:00,18
1388,Take in charge ticket,Value 4,2012-02-08 08:58:09+00:00,2012-02-08 08:58:09+00:00,18
1388,Resolve ticket,Value 4,2012-02-08 11:15:32+00:00,2012-02-08 11:15:32+00:00,18
1388,Closed,Value 5,2012-03-14 09:00:34+00:00,2012-03-14 09:00:34+00:00,5
1389,Assign seriousness,Value 1,2011-12-21 14:16:13+00:00,2011-12-21 14:16:13+00:00,17
1389,Take in charge ticket,Value 13,2011-12-27 07:04:07+00:00,2011-12-27 07:04:07+00:00,15
1389,Resolve ticket,Value 13,2011-12-28 07:24:38+00:00,2011-12-28 07:24:38+00:00,15
1389,Resolve ticket,Value 13,2011-12-28 07:24:38+00:00,2011-12-28 07:24:38+00:00,15
1389,Closed,Value 5,2012-01-21 14:20:22+00:00,2012-01-21 14:20:22+00:00,5
1390,Insert ticket,Value 15,2010-04-29 12:26:12+00:00,2010-04-29 12:26:12+00:00,1
1390,Assign seriousness,Value 15,2010-04-30 06:41:37+00:00,2010-04-30 06:41:37+00:00,1
1390,Take in charge ticket,Value 16,2010-04-30 07:29:06+00:00,2010-04-30 07:29:06+00:00,3
1390,Resolve ticket,Value 16,2010-04-30 08:26:43+00:00,2010-04-30 08:26:43+00:00,3
1390,Take in charge ticket,Value 16,2010-04-30 10:08:45+00:00,2010-04-30 10:08:45+00:00,3
1390,Wait,Value 16,2010-04-30 13:42:57+00:00,2010-04-30 13:42:57+00:00,3
1390,Take in charge ticket,Value 16,2010-05-03 08:13:11+00:00,2010-05-03 08:13:11+00:00,3
1390,Resolve ticket,Value 16,2010-05-03 08:13:22+00:00,2010-05-03 08:13:22+00:00,3
1390,Closed,Value 5,2010-06-01 12:30:26+00:00,2010-06-01 12:30:26+00:00,5
1391,Assign seriousness,Value 9,2011-07-21 10:48:19+00:00,2011-07-21 10:48:19+00:00,11
1391,Resolve ticket,Value 13,2011-07-22 10:05:46+00:00,2011-07-22 10:05:46+00:00,15
1391,Closed,Value 5,2011-09-07 10:50:31+00:00,2011-09-07 10:50:31+00:00,5
1393,Assign seriousness,Value 1,2011-09-30 07:02:42+00:00,2011-09-30 07:02:42+00:00,17
1393,Take in charge ticket,Value 2,2011-10-07 07:22:17+00:00,2011-10-07 07:22:17+00:00,0
1393,Resolve ticket,Value 2,2011-10-07 07:36:38+00:00,2011-10-07 07:36:38+00:00,0
1393,Closed,Value 5,2011-11-28 09:11:07+00:00,2011-11-28 09:11:07+00:00,5
1394,Assign seriousness,Value 1,2012-01-23 08:59:21+00:00,2012-01-23 08:59:21+00:00,17
1394,Take in charge ticket,Value 6,2012-01-23 11:10:18+00:00,2012-01-23 11:10:18+00:00,8
1394,Resolve ticket,Value 6,2012-01-23 11:43:10+00:00,2012-01-23 11:43:10+00:00,8
1394,Closed,Value 5,2012-03-07 09:00:35+00:00,2012-03-07 09:00:35+00:00,5
1396,Assign seriousness,Value 2,2010-09-22 11:53:46+00:00,2010-09-22 11:53:46+00:00,0
1396,Take in charge ticket,Value 2,2010-09-22 12:25:02+00:00,2010-09-22 12:25:02+00:00,0
1396,Resolve ticket,Value 2,2010-09-22 12:25:38+00:00,2010-09-22 12:25:38+00:00,0
1396,Closed,Value 5,2010-10-23 12:00:24+00:00,2010-10-23 12:00:24+00:00,5
1397,Assign seriousness,Value 1,2012-01-26 14:27:22+00:00,2012-01-26 14:27:22+00:00,17
1397,Take in charge ticket,Value 6,2012-01-27 06:03:08+00:00,2012-01-27 06:03:08+00:00,8
1397,Resolve ticket,Value 6,2012-01-31 11:39:20+00:00,2012-01-31 11:39:20+00:00,8
1397,Closed,Value 5,2012-03-10 14:31:10+00:00,2012-03-10 14:31:10+00:00,5
1399,Assign seriousness,Value 1,2011-11-11 12:59:28+00:00,2011-11-11 12:59:28+00:00,17
1399,Take in charge ticket,Value 6,2011-11-14 06:03:20+00:00,2011-11-14 06:03:20+00:00,8
1399,Resolve ticket,Value 6,2011-12-05 14:35:16+00:00,2011-12-05 14:35:16+00:00,8
1399,Closed,Value 5,2011-12-20 14:35:38+00:00,2011-12-20 14:35:38+00:00,5
1400,Assign seriousness,Value 1,2012-06-14 13:01:33+00:00,2012-06-14 13:01:33+00:00,17
1400,Take in charge ticket,Value 13,2012-06-15 04:51:02+00:00,2012-06-15 04:51:02+00:00,15
1400,Resolve ticket,Value 13,2012-06-21 05:05:21+00:00,2012-06-21 05:05:21+00:00,15
1400,Closed,Value 5,2012-07-22 13:01:48+00:00,2012-07-22 13:01:48+00:00,5
1402,Assign seriousness,Value 13,2011-04-11 13:01:34+00:00,2011-04-11 13:01:34+00:00,15
1402,Take in charge ticket,Value 13,2011-04-11 13:01:52+00:00,2011-04-11 13:01:52+00:00,15
1402,Resolve ticket,Value 9,2011-04-13 07:20:49+00:00,2011-04-13 07:20:49+00:00,11
1402,Closed,Value 5,2011-05-12 13:00:30+00:00,2011-05-12 13:00:30+00:00,5
1403,Assign seriousness,Value 1,2011-09-28 07:02:41+00:00,2011-09-28 07:02:41+00:00,17
1403,Take in charge ticket,Value 1,2011-09-28 09:40:32+00:00,2011-09-28 09:40:32+00:00,17
1403,Resolve ticket,Value 1,2011-09-28 11:09:56+00:00,2011-09-28 11:09:56+00:00,17
1403,Closed,Value 5,2011-11-13 09:10:57+00:00,2011-11-13 09:10:57+00:00,5
1404,Assign seriousness,Value 1,2012-01-27 13:25:30+00:00,2012-01-27 13:25:30+00:00,17
1404,Take in charge ticket,Value 1,2012-01-27 13:25:46+00:00,2012-01-27 13:25:46+00:00,17
1404,Resolve ticket,Value 1,2012-01-27 13:35:33+00:00,2012-01-27 13:35:33+00:00,17
1404,Closed,Value 5,2012-03-15 13:30:32+00:00,2012-03-15 13:30:32+00:00,5
1405,Assign seriousness,Value 9,2012-01-19 09:18:45+00:00,2012-01-19 09:18:45+00:00,11
1405,Take in charge ticket,Value 9,2012-01-19 09:19:00+00:00,2012-01-19 09:19:00+00:00,11
1405,Resolve ticket,Value 9,2012-01-19 09:30:10+00:00,2012-01-19 09:30:10+00:00,11
1405,Closed,Value 5,2012-02-25 09:20:32+00:00,2012-02-25 09:20:32+00:00,5
1406,Assign seriousness,Value 8,2011-03-22 09:02:38+00:00,2011-03-22 09:02:38+00:00,14
1406,Assign seriousness,Value 8,2011-03-22 09:06:02+00:00,2011-03-22 09:06:02+00:00,14
1406,Take in charge ticket,Value 8,2011-03-22 09:06:10+00:00,2011-03-22 09:06:10+00:00,14
1406,Resolve ticket,Value 13,2011-03-22 14:44:31+00:00,2011-03-22 14:44:31+00:00,15
1406,Closed,Value 5,2011-05-05 07:11:59+00:00,2011-05-05 07:11:59+00:00,5
1407,Assign seriousness,Value 1,2011-10-04 06:10:13+00:00,2011-10-04 06:10:13+00:00,17
1407,Take in charge ticket,Value 9,2011-10-06 04:57:33+00:00,2011-10-06 04:57:33+00:00,11
1407,Resolve ticket,Value 9,2011-10-06 04:59:21+00:00,2011-10-06 04:59:21+00:00,11
1407,Closed,Value 5,2011-11-04 08:20:20+00:00,2011-11-04 08:20:20+00:00,5
1408,Assign seriousness,Value 8,2011-03-30 09:09:42+00:00,2011-03-30 09:09:42+00:00,14
1408,Assign seriousness,Value 8,2011-03-30 10:14:34+00:00,2011-03-30 10:14:34+00:00,14
1408,Assign seriousness,Value 8,2011-03-30 10:14:35+00:00,2011-03-30 10:14:35+00:00,14
1408,Take in charge ticket,Value 6,2011-04-08 12:38:33+00:00,2011-04-08 12:38:33+00:00,8
1408,Resolve ticket,Value 17,2011-04-18 08:07:29+00:00,2011-04-18 08:07:29+00:00,13
1408,Closed,Value 5,2011-05-03 08:07:49+00:00,2011-05-03 08:07:49+00:00,5
1409,Assign seriousness,Value 2,2010-04-08 07:05:38+00:00,2010-04-08 07:05:38+00:00,0
1409,Take in charge ticket,Value 2,2010-04-08 11:27:56+00:00,2010-04-08 11:27:56+00:00,0
1409,Resolve ticket,Value 2,2010-04-08 11:28:00+00:00,2010-04-08 11:28:00+00:00,0
1409,Closed,Value 5,2010-05-11 07:10:22+00:00,2010-05-11 07:10:22+00:00,5
1412,Assign seriousness,Value 8,2011-03-25 11:40:45+00:00,2011-03-25 11:40:45+00:00,14
1412,Take in charge ticket,Value 8,2011-03-25 11:43:04+00:00,2011-03-25 11:43:04+00:00,14
1412,Wait,Value 9,2011-03-31 06:37:26+00:00,2011-03-31 06:37:26+00:00,11
1412,Take in charge ticket,Value 9,2011-03-31 07:21:46+00:00,2011-03-31 07:21:46+00:00,11
1412,Resolve ticket,Value 9,2011-04-13 07:04:03+00:00,2011-04-13 07:04:03+00:00,11
1412,Closed,Value 5,2011-04-28 07:04:19+00:00,2011-04-28 07:04:19+00:00,5
1413,Assign seriousness,Value 8,2011-05-17 06:14:34+00:00,2011-05-17 06:14:34+00:00,14
1413,Take in charge ticket,Value 8,2011-05-17 06:14:52+00:00,2011-05-17 06:14:52+00:00,14
1413,Resolve ticket,Value 8,2011-05-20 09:41:53+00:00,2011-05-20 09:41:53+00:00,14
1413,Closed,Value 5,2011-06-30 06:20:44+00:00,2011-06-30 06:20:44+00:00,5
1414,Assign seriousness,Value 1,2011-10-10 10:39:46+00:00,2011-10-10 10:39:46+00:00,17
1414,Resolve ticket,Value 1,2011-10-10 11:07:47+00:00,2011-10-10 11:07:47+00:00,17
1414,Closed,Value 5,2011-11-17 12:40:35+00:00,2011-11-17 12:40:35+00:00,5
1415,Assign seriousness,Value 19,2010-08-26 04:37:12+00:00,2010-08-26 04:37:12+00:00,10
1415,Take in charge ticket,Value 19,2010-08-26 10:13:00+00:00,2010-08-26 10:13:00+00:00,10
1415,Wait,Value 19,2010-08-26 10:35:50+00:00,2010-08-26 10:35:50+00:00,10
1415,Take in charge ticket,Value 19,2010-08-27 04:00:40+00:00,2010-08-27 04:00:40+00:00,10
1415,Resolve ticket,Value 19,2010-08-27 04:00:47+00:00,2010-08-27 04:00:47+00:00,10
1415,Closed,Value 5,2010-10-09 04:41:04+00:00,2010-10-09 04:41:04+00:00,5
1416,Assign seriousness,Value 2,2010-05-28 09:56:25+00:00,2010-05-28 09:56:25+00:00,0
1416,Assign seriousness,Value 2,2010-05-28 11:01:50+00:00,2010-05-28 11:01:50+00:00,0
1416,Take in charge ticket,Value 15,2010-05-31 06:30:29+00:00,2010-05-31 06:30:29+00:00,1
1416,Resolve ticket,Value 15,2010-05-31 07:53:30+00:00,2010-05-31 07:53:30+00:00,1
1416,Closed,Value 5,2010-06-29 10:00:32+00:00,2010-06-29 10:00:32+00:00,5
1417,Assign seriousness,Value 1,2012-05-10 11:58:37+00:00,2012-05-10 11:58:37+00:00,17
1417,Take in charge ticket,Value 4,2012-05-11 04:28:57+00:00,2012-05-11 04:28:57+00:00,18
1417,Resolve ticket,Value 4,2012-05-14 11:35:37+00:00,2012-05-14 11:35:37+00:00,18
1417,Closed,Value 5,2012-06-17 12:00:37+00:00,2012-06-17 12:00:37+00:00,5
1418,Assign seriousness,Value 9,2010-12-17 08:29:53+00:00,2010-12-17 08:29:53+00:00,11
1418,Take in charge ticket,Value 12,2011-01-20 09:09:05+00:00,2011-01-20 09:09:05+00:00,7
1418,Resolve ticket,Value 12,2011-01-20 09:14:11+00:00,2011-01-20 09:14:11+00:00,7
1418,Closed,Value 5,2011-02-04 09:14:23+00:00,2011-02-04 09:14:23+00:00,5
1419,Assign seriousness,Value 8,2011-03-14 11:15:57+00:00,2011-03-14 11:15:57+00:00,14
1419,Take in charge ticket,Value 8,2011-03-14 11:16:30+00:00,2011-03-14 11:16:30+00:00,14
1419,Resolve ticket,Value 9,2011-03-14 11:41:28+00:00,2011-03-14 11:41:28+00:00,11
1419,Closed,Value 5,2011-04-14 09:20:35+00:00,2011-04-14 09:20:35+00:00,5
1420,Assign seriousness,Value 2,2012-06-13 09:15:11+00:00,2012-06-13 09:15:11+00:00,0
1420,Resolve ticket,Value 2,2012-06-13 09:16:22+00:00,2012-06-13 09:16:22+00:00,0
1420,Closed,Value 5,2012-08-04 09:20:57+00:00,2012-08-04 09:20:57+00:00,5
1421,Assign seriousness,Value 9,2012-02-13 07:45:02+00:00,2012-02-13 07:45:02+00:00,11
1421,Take in charge ticket,Value 9,2012-02-13 07:45:33+00:00,2012-02-13 07:45:33+00:00,11
1421,Resolve ticket,Value 9,2012-02-13 08:23:54+00:00,2012-02-13 08:23:54+00:00,11
1421,Closed,Value 5,2012-03-21 07:50:35+00:00,2012-03-21 07:50:35+00:00,5
1422,Assign seriousness,Value 1,2011-09-27 10:05:25+00:00,2011-09-27 10:05:25+00:00,17
1422,Assign seriousness,Value 2,2011-09-28 12:27:46+00:00,2011-09-28 12:27:46+00:00,0
1422,Resolve ticket,Value 2,2011-09-28 12:28:18+00:00,2011-09-28 12:28:18+00:00,0
1422,Closed,Value 5,2011-10-28 10:10:38+00:00,2011-10-28 10:10:38+00:00,5
1424,Assign seriousness,Value 14,2010-09-22 12:39:16+00:00,2010-09-22 12:39:16+00:00,9
1424,Take in charge ticket,Value 2,2010-09-23 05:37:42+00:00,2010-09-23 05:37:42+00:00,0
1424,Resolve ticket,Value 2,2010-09-23 05:38:14+00:00,2010-09-23 05:38:14+00:00,0
1424,Closed,Value 5,2010-11-05 14:40:43+00:00,2010-11-05 14:40:43+00:00,5
1425,Assign seriousness,Value 9,2010-10-01 05:44:58+00:00,2010-10-01 05:44:58+00:00,11
1425,Take in charge ticket,Value 14,2010-10-01 06:01:34+00:00,2010-10-01 06:01:34+00:00,9
1425,Resolve ticket,Value 14,2010-10-01 09:48:50+00:00,2010-10-01 09:48:50+00:00,9
1425,Closed,Value 5,2010-11-19 07:50:33+00:00,2010-11-19 07:50:33+00:00,5
1426,Assign seriousness,Value 8,2011-06-16 06:08:59+00:00,2011-06-16 06:08:59+00:00,14
1426,Assign seriousness,Value 8,2011-06-16 06:09:21+00:00,2011-06-16 06:09:21+00:00,14
1426,Assign seriousness,Value 2,2011-06-20 05:45:53+00:00,2011-06-20 05:45:53+00:00,0
1426,Assign seriousness,Value 2,2011-06-21 12:46:47+00:00,2011-06-21 12:46:47+00:00,0
1426,Take in charge ticket,Value 2,2011-06-21 12:47:13+00:00,2011-06-21 12:47:13+00:00,0
1426,Wait,Value 2,2011-06-28 06:25:57+00:00,2011-06-28 06:25:57+00:00,0
1426,Take in charge ticket,Value 2,2011-06-29 07:26:38+00:00,2011-06-29 07:26:38+00:00,0
1426,Resolve ticket,Value 2,2011-06-29 07:27:32+00:00,2011-06-29 07:27:32+00:00,0
1426,Closed,Value 5,2011-07-20 07:10:59+00:00,2011-07-20 07:10:59+00:00,5
1427,Assign seriousness,Value 2,2010-03-17 06:21:44+00:00,2010-03-17 06:21:44+00:00,0
1427,Take in charge ticket,Value 2,2010-03-17 06:21:53+00:00,2010-03-17 06:21:53+00:00,0
1427,Resolve ticket,Value 2,2010-04-23 04:36:36+00:00,2010-04-23 04:36:36+00:00,0
1427,Closed,Value 5,2010-05-08 04:36:49+00:00,2010-05-08 04:36:49+00:00,5
1428,Assign seriousness,Value 7,2010-10-26 12:48:07+00:00,2010-10-26 12:48:07+00:00,12
1428,Take in charge ticket,Value 7,2010-10-27 06:58:58+00:00,2010-10-27 06:58:58+00:00,12
1428,Resolve ticket,Value 7,2010-10-27 07:02:08+00:00,2010-10-27 07:02:08+00:00,12
1428,Closed,Value 5,2010-11-27 14:50:32+00:00,2010-11-27 14:50:32+00:00,5
1429,Assign seriousness,Value 13,2011-04-14 12:37:05+00:00,2011-04-14 12:37:05+00:00,15
1429,Assign seriousness,Value 13,2011-04-14 12:37:25+00:00,2011-04-14 12:37:25+00:00,15
1429,Take in charge ticket,Value 11,2011-04-15 07:43:34+00:00,2011-04-15 07:43:34+00:00,2
1429,Resolve ticket,Value 11,2011-04-15 07:48:10+00:00,2011-04-15 07:48:10+00:00,2
1429,Closed,Value 5,2011-05-17 12:40:31+00:00,2011-05-17 12:40:31+00:00,5
1431,Assign seriousness,Value 1,2012-01-18 06:08:50+00:00,2012-01-18 06:08:50+00:00,17
1431,Take in charge ticket,Value 9,2012-01-18 11:32:50+00:00,2012-01-18 11:32:50+00:00,11
1431,Resolve ticket,Value 9,2012-01-18 13:29:09+00:00,2012-01-18 13:29:09+00:00,11
1431,Closed,Value 5,2012-03-02 06:12:49+00:00,2012-03-02 06:12:49+00:00,5
1432,Assign seriousness,Value 8,2011-05-16 10:00:46+00:00,2011-05-16 10:00:46+00:00,14
1432,Take in charge ticket,Value 8,2011-05-16 10:01:03+00:00,2011-05-16 10:01:03+00:00,14
1432,Wait,Value 8,2011-05-17 04:45:25+00:00,2011-05-17 04:45:25+00:00,14
1432,Take in charge ticket,Value 8,2011-05-18 07:25:06+00:00,2011-05-18 07:25:06+00:00,14
1432,Wait,Value 12,2011-05-19 09:25:04+00:00,2011-05-19 09:25:04+00:00,7
1432,Resolve ticket,Value 12,2011-05-23 05:24:29+00:00,2011-05-23 05:24:29+00:00,7
1432,Closed,Value 5,2011-06-22 05:24:47+00:00,2011-06-22 05:24:47+00:00,5
1433,Assign seriousness,Value 2,2010-05-17 05:17:52+00:00,2010-05-17 05:17:52+00:00,0
1433,Take in charge ticket,Value 2,2010-05-31 05:30:15+00:00,2010-05-31 05:30:15+00:00,0
1433,Take in charge ticket,Value 15,2010-06-03 11:53:49+00:00,2010-06-03 11:53:49+00:00,1
1433,Resolve ticket,Value 15,2010-06-03 11:53:55+00:00,2010-06-03 11:53:55+00:00,1
1433,Closed,Value 5,2010-06-18 11:54:10+00:00,2010-06-18 11:54:10+00:00,5
1434,Assign seriousness,Value 8,2010-12-20 06:34:57+00:00,2010-12-20 06:34:57+00:00,14
1434,Take in charge ticket,Value 2,2010-12-27 15:00:14+00:00,2010-12-27 15:00:14+00:00,0
1434,Resolve ticket,Value 2,2011-01-20 08:46:32+00:00,2011-01-20 08:46:32+00:00,0
1434,Closed,Value 5,2011-02-04 08:46:48+00:00,2011-02-04 08:46:48+00:00,5
1435,Assign seriousness,Value 1,2011-11-23 07:44:28+00:00,2011-11-23 07:44:28+00:00,17
1435,Resolve ticket,Value 2,2011-11-23 09:21:30+00:00,2011-11-23 09:21:30+00:00,0
1435,Closed,Value 5,2012-01-15 07:50:48+00:00,2012-01-15 07:50:48+00:00,5
1437,Assign seriousness,Value 8,2011-01-12 14:35:03+00:00,2011-01-12 14:35:03+00:00,14
1437,Take in charge ticket,Value 14,2011-01-14 09:26:55+00:00,2011-01-14 09:26:55+00:00,9
1437,Resolve ticket,Value 14,2011-01-14 09:27:11+00:00,2011-01-14 09:27:11+00:00,9
1437,Closed,Value 5,2011-02-12 14:40:33+00:00,2011-02-12 14:40:33+00:00,5
1438,Assign seriousness,Value 16,2010-03-25 12:46:37+00:00,2010-03-25 12:46:37+00:00,3
1438,Take in charge ticket,Value 16,2010-03-25 12:51:41+00:00,2010-03-25 12:51:41+00:00,3
1438,Wait,Value 16,2010-03-25 13:00:49+00:00,2010-03-25 13:00:49+00:00,3
1438,Take in charge ticket,Value 16,2010-05-05 14:05:25+00:00,2010-05-05 14:05:25+00:00,3
1438,Resolve ticket,Value 16,2010-05-05 14:05:34+00:00,2010-05-05 14:05:34+00:00,3
1438,Closed,Value 5,2010-05-20 14:05:46+00:00,2010-05-20 14:05:46+00:00,5
1439,Assign seriousness,Value 4,2012-06-12 11:16:44+00:00,2012-06-12 11:16:44+00:00,18
1439,Take in charge ticket,Value 13,2012-06-12 11:58:59+00:00,2012-06-12 11:58:59+00:00,15
1439,Resolve ticket,Value 4,2012-06-12 12:17:43+00:00,2012-06-12 12:17:43+00:00,18
1439,Resolve ticket,Value 4,2012-06-12 12:17:44+00:00,2012-06-12 12:17:44+00:00,18
1439,Closed,Value 5,2012-07-13 11:20:45+00:00,2012-07-13 11:20:45+00:00,5
1440,Assign seriousness,Value 2,2011-06-29 09:30:31+00:00,2011-06-29 09:30:31+00:00,0
1440,Take in charge ticket,Value 2,2011-07-04 12:01:57+00:00,2011-07-04 12:01:57+00:00,0
1440,Wait,Value 2,2011-07-14 06:53:46+00:00,2011-07-14 06:53:46+00:00,0
1440,Resolve ticket,Value 2,2011-07-21 04:06:02+00:00,2011-07-21 04:06:02+00:00,0
1440,Closed,Value 5,2011-08-06 05:50:30+00:00,2011-08-06 05:50:30+00:00,5
1441,Assign seriousness,Value 9,2011-02-22 07:20:32+00:00,2011-02-22 07:20:32+00:00,11
1441,Take in charge ticket,Value 9,2011-02-22 07:20:43+00:00,2011-02-22 07:20:43+00:00,11
1441,Wait,Value 9,2011-02-22 07:40:16+00:00,2011-02-22 07:40:16+00:00,11
1441,Take in charge ticket,Value 2,2011-03-01 14:18:44+00:00,2011-03-01 14:18:44+00:00,0
1441,Wait,Value 9,2011-03-03 07:15:27+00:00,2011-03-03 07:15:27+00:00,11
1441,Take in charge ticket,Value 9,2011-03-11 08:35:13+00:00,2011-03-11 08:35:13+00:00,11
1441,Resolve ticket,Value 9,2011-03-11 08:35:24+00:00,2011-03-11 08:35:24+00:00,11
1441,Closed,Value 5,2011-04-10 06:35:43+00:00,2011-04-10 06:35:43+00:00,5
1443,Insert ticket,Value 11,2010-03-10 06:29:54+00:00,2010-03-10 06:29:54+00:00,2
1443,Assign seriousness,Value 11,2010-03-10 06:31:20+00:00,2010-03-10 06:31:20+00:00,2
1443,Take in charge ticket,Value 11,2010-03-10 06:31:29+00:00,2010-03-10 06:31:29+00:00,2
1443,Resolve ticket,Value 11,2010-03-23 13:36:12+00:00,2010-03-23 13:36:12+00:00,2
1443,Closed,Value 5,2010-04-23 04:30:26+00:00,2010-04-23 04:30:26+00:00,5
1444,Assign seriousness,Value 19,2010-07-15 04:26:13+00:00,2010-07-15 04:26:13+00:00,10
1444,Take in charge ticket,Value 2,2010-07-19 11:22:20+00:00,2010-07-19 11:22:20+00:00,0
1444,Resolve ticket,Value 2,2010-07-19 11:22:55+00:00,2010-07-19 11:22:55+00:00,0
1444,Closed,Value 5,2010-08-28 04:30:33+00:00,2010-08-28 04:30:33+00:00,5
1445,Assign seriousness,Value 9,2010-07-08 07:47:06+00:00,2010-07-08 07:47:06+00:00,11
1445,Take in charge ticket,Value 12,2010-08-05 04:52:19+00:00,2010-08-05 04:52:19+00:00,7
1445,Resolve ticket,Value 12,2010-08-05 09:40:44+00:00,2010-08-05 09:40:44+00:00,7
1445,Closed,Value 5,2010-08-20 09:41:07+00:00,2010-08-20 09:41:07+00:00,5
1449,Assign seriousness,Value 2,2010-05-11 10:28:20+00:00,2010-05-11 10:28:20+00:00,0
1449,Take in charge ticket,Value 6,2010-05-12 07:07:55+00:00,2010-05-12 07:07:55+00:00,8
1449,Resolve ticket,Value 6,2010-05-12 07:30:50+00:00,2010-05-12 07:30:50+00:00,8
1449,Take in charge ticket,Value 2,2010-05-17 11:53:29+00:00,2010-05-17 11:53:29+00:00,0
1449,Resolve ticket,Value 2,2010-06-14 07:46:40+00:00,2010-06-14 07:46:40+00:00,0
1449,Closed,Value 5,2010-06-29 07:46:52+00:00,2010-06-29 07:46:52+00:00,5
1451,Assign seriousness,Value 2,2012-02-01 09:36:49+00:00,2012-02-01 09:36:49+00:00,0
1451,Take in charge ticket,Value 10,2012-02-08 12:22:58+00:00,2012-02-08 12:22:58+00:00,6
1451,Resolve ticket,Value 10,2012-02-08 15:02:55+00:00,2012-02-08 15:02:55+00:00,6
1451,Closed,Value 5,2012-03-10 09:40:29+00:00,2012-03-10 09:40:29+00:00,5
1452,Assign seriousness,Value 1,2011-11-15 12:16:32+00:00,2011-11-15 12:16:32+00:00,17
1452,Take in charge ticket,Value 9,2011-11-16 14:08:35+00:00,2011-11-16 14:08:35+00:00,11
1452,Wait,Value 9,2011-11-17 12:49:05+00:00,2011-11-17 12:49:05+00:00,11
1452,Take in charge ticket,Value 9,2011-11-25 08:57:44+00:00,2011-11-25 08:57:44+00:00,11
1452,Wait,Value 9,2011-12-02 06:19:53+00:00,2011-12-02 06:19:53+00:00,11
1452,Resolve ticket,Value 9,2011-12-19 06:22:52+00:00,2011-12-19 06:22:52+00:00,11
1452,Closed,Value 5,2012-01-03 06:23:09+00:00,2012-01-03 06:23:09+00:00,5
1453,Assign seriousness,Value 8,2011-03-31 11:11:12+00:00,2011-03-31 11:11:12+00:00,14
1453,Take in charge ticket,Value 8,2011-03-31 11:11:23+00:00,2011-03-31 11:11:23+00:00,14
1453,Resolve ticket,Value 8,2011-03-31 12:50:54+00:00,2011-03-31 12:50:54+00:00,14
1453,Closed,Value 5,2011-05-03 11:20:21+00:00,2011-05-03 11:20:21+00:00,5
1454,Assign seriousness,Value 1,2011-10-13 11:10:50+00:00,2011-10-13 11:10:50+00:00,17
1454,Take in charge ticket,Value 9,2011-10-14 09:43:24+00:00,2011-10-14 09:43:24+00:00,11
1454,Wait,Value 9,2011-10-19 05:21:57+00:00,2011-10-19 05:21:57+00:00,11
1454,Resolve ticket,Value 9,2011-11-07 12:11:23+00:00,2011-11-07 12:11:23+00:00,11
1454,Closed,Value 5,2011-11-25 08:20:31+00:00,2011-11-25 08:20:31+00:00,5
1455,Assign seriousness,Value 15,2010-08-03 03:59:33+00:00,2010-08-03 03:59:33+00:00,1
1455,Take in charge ticket,Value 12,2010-08-10 10:36:01+00:00,2010-08-10 10:36:01+00:00,7
1455,Resolve ticket,Value 12,2010-08-10 10:36:24+00:00,2010-08-10 10:36:24+00:00,7
1455,Closed,Value 5,2010-09-15 13:01:46+00:00,2010-09-15 13:01:46+00:00,5
1457,Assign seriousness,Value 19,2010-07-14 09:59:42+00:00,2010-07-14 09:59:42+00:00,10
1457,Assign seriousness,Value 2,2010-07-16 06:38:44+00:00,2010-07-16 06:38:44+00:00,0
1457,Take in charge ticket,Value 2,2010-07-20 11:17:15+00:00,2010-07-20 11:17:15+00:00,0
1457,Resolve ticket,Value 2,2010-07-20 12:49:34+00:00,2010-07-20 12:49:34+00:00,0
1457,Closed,Value 5,2010-08-14 10:00:19+00:00,2010-08-14 10:00:19+00:00,5
1458,Assign seriousness,Value 14,2010-10-19 11:08:14+00:00,2010-10-19 11:08:14+00:00,9
1458,Assign seriousness,Value 2,2010-10-20 13:03:58+00:00,2010-10-20 13:03:58+00:00,0
1458,Take in charge ticket,Value 2,2010-10-20 13:04:16+00:00,2010-10-20 13:04:16+00:00,0
1458,Resolve ticket,Value 15,2010-10-21 05:26:29+00:00,2010-10-21 05:26:29+00:00,1
1458,Closed,Value 5,2010-12-03 13:10:20+00:00,2010-12-03 13:10:20+00:00,5
1459,Assign seriousness,Value 14,2010-11-18 14:26:02+00:00,2010-11-18 14:26:02+00:00,9
1459,Take in charge ticket,Value 14,2010-12-07 08:59:17+00:00,2010-12-07 08:59:17+00:00,9
1459,Wait,Value 14,2010-12-10 08:36:54+00:00,2010-12-10 08:36:54+00:00,9
1459,Take in charge ticket,Value 14,2010-12-21 06:20:52+00:00,2010-12-21 06:20:52+00:00,9
1459,Resolve ticket,Value 14,2010-12-21 06:21:08+00:00,2010-12-21 06:21:08+00:00,9
1459,Closed,Value 5,2011-01-05 06:21:20+00:00,2011-01-05 06:21:20+00:00,5
1460,Assign seriousness,Value 8,2011-02-16 11:36:14+00:00,2011-02-16 11:36:14+00:00,14
1460,Take in charge ticket,Value 8,2011-02-16 11:36:37+00:00,2011-02-16 11:36:37+00:00,14
1460,Wait,Value 9,2011-02-21 14:12:12+00:00,2011-02-21 14:12:12+00:00,11
1460,Take in charge ticket,Value 9,2011-02-22 09:26:45+00:00,2011-02-22 09:26:45+00:00,11
1460,Resolve ticket,Value 9,2011-02-22 09:47:55+00:00,2011-02-22 09:47:55+00:00,11
